name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"imbert-inauguration","fre000780","","Imbert","0","L'Inauguration du Théâtre Français","Piece en un Acte et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/IMBERT_INAUGURATION.xml","","","","","1782","12","false","0.7866402116402117","0.5151515151515151","1.5151515151515151","apollon","5.666666666666667","3","1782","1782","10","12","4","4","4","0","1","34","","9","","1","4336","4087","202","0","477"
"imbert-poinsinet-moliere","fre000781","","Imbert","0","Poinsinet et Molière","Dialogue","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/IMBERT_POINSINETMOLIERE.xml","","","","","1772","2","false","0","1","1","moliere|poinsinet","1","1","1782","1772","1","2","0","2","0","0","1","1","","1","","1","2222","1808","0","0","258"
"jacquelin-philidor-pradon","fre000782","","Jaquelin","1","Pradon, Sifflé, Battu et Content","Comédie Anecdote, en un Acte et en Vaudevilles","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JACQUELINPHILIDOR_PRADON.xml","","","","","1799","6","false","0.9333333333333332","0.9333333333333333","1.0666666666666667","several characters","4.666666666666667","2","1799","1800","5","6","1","4","1","0","1","14","","14","","1","5706","5495","230","183","315"
"jaquelin-soliman","fre000783","","Jaquelin","1","Soliman","Ou l'Esclave Généreuse.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JAQUELIN_SOLIMAN.xml","","","","","1653","10","false","0.7066666666666667","0.4666666666666667","1.5333333333333334","soliman","4.2","2","","1653","9","10","2","7","1","0","1","21","","24","","0","18615","18347","9","0","2095"
"jarry-ubu-roi","fre000784","Q1215852","Jarry","0","Ubu Roi","Drame en 5 Actes","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JARRY_UBUROI.xml","","","","","1888","71","false","0.8794614125664851","0.186317907444668","1.8837022132796781","pere-ubu","13.04225352112676","4","1888","1896","61","71","1","16","54","0","1","463","","33","24","0","14185","13523","929","694","60"
"jeannet-moliere-en-menage","fre000785","","Jeannet","0","Molière en Ménage","Comédie en un Acte et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JEANNET_MOLIEREENMENAGE.xml","","","","","1855","16","false","0.7820797258297258","0.4666666666666667","1.7666666666666666","drapelard|bouillot","7","3","1855","1856","11","16","1","8","7","0","1","56","","18","","1","7308","7126","62","0","874"
"jodelle-cleopatre","fre000786","","Jodelle","0","Cléopâtre Captive","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JODELLE_CLEOPATRE.xml","","","","","1574","11","false","0.6935064935064935","0.36363636363636365","1.4444444444444444","le-choeur","3.6363636363636362","2","","1574","8","11","1","6","4","0","3","20","","7","","0","10767","10552","34","0","1646"
"jodelle-didon","fre000787","","Jodelle","0","Didon se Sacrifiant","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JODELLE_DIDON.xml","","","","","1574","9","false","0.838095238095238","0.6111111111111112","1.4722222222222223","achate|enee","4.888888888888889","3","","1574","7","9","2","5","2","0","1","22","","5","","0","21773","21560","0","0","2370"
"jodelle-eugene","fre000788","","Jodelle","0","L'Eugène","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JODELLE_EUGENE.xml","","","","","1574","10","false","0.8428571428571427","0.7111111111111111","1.1111111111111112","several characters","6.4","2","","1574","8","10","2","7","1","0","2","32","","20","","1","12458","12159","3","0","1966"
"joliet-moliere","fre000789","","Joliet","0","Molière","Stances dites à la Comédie Française","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JOLIET_MOLIERE.xml","","","","","1879","2","false","0","1","1","la-comedie-legere|la-grande-comedie","1","1","","1879","1","2","2","0","0","0","1","1","","1","","0","544","490","26","0","70"
"joly-adrienne-lecouvreur","fre000790","","Joly","0","Adrienne Legouvreur","Etude Historique en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JOLY_ADRIENNELECOUVREUR.xml","","","","","1863","1","false","0","0","0","adrienne","0","0","","1863","0","1","0","0","1","0","1","0","","1","","0","1856","1811","202","2","168"
"joly-cinq-mars","fre000791","","Joly","0","Cinq Mars et Richelieu","(1642)","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JOLY_CINQMARS.xml","","","","","1817","2","false","0","1","1","cinq-mars|l-ouvrier","1","1","1817","1863","1","2","0","1","1","0","1","1","","1","","0","1934","1850","215","4","191"
"joly-fouquet-a-la-bastille","fre000792","","Joly","0","Fouquet à la Bastille","Monologue Dramatique en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JOLY_FOUQUETALABASTILLE.xml","","","","","1863","1","false","0","0","0","fouquet","0","0","","1863","0","1","0","0","1","0","1","0","","1","","0","1554","1510","78","1","166"
"joly-moliere","fre000793","","Joly","0","Molière","(17 février 1673)","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JOLY_MOLIERE.xml","","","","","1817","3","false","1","1","1","moliere|mademoiselle-moliere|le-marquis","2","1","1817","1863","2","3","1","1","1","0","1","3","","3","","0","2010","1882","128","0","209"
"joly-salomon","fre000794","","Joly","0","Salomon de Caus A Bicêtre","Monologue Dramatique","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/JOLY_SALOMON.xml","","","","","1863","1","false","0","0","0","solomon","0","0","","1863","0","1","0","0","1","0","1","0","","1","","0","890","816","59","0","102"
"kolb-soubrette-de-moliere","fre000795","","Kolb","0","La Soubrette de Molière","A-Propos en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/KOLB_SOUBRETTEDEMOLIERE.xml","","","","","1898","1","false","0","0","0","la-soubrette","0","0","","1898","0","1","1","0","0","0","1","0","","1","","1","923","855","47","0","93"
"l-affichard-acteurs-deplaces","fre000815","","L'Affichard","0","Les Acteurs Déplacés l'Amant Comedien","Comédie en un Acte avec un Prologue et un Divertissement.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFFICHARD_ACTEURSDEPLACES.xml","","","","","1735","24","false","0.8283670033670033","0.30434782608695654","1.2477064220183487","monsieur-poisson|le-petit-garçon|la-petite-fille","7","3","1735","1737","11","24","9","9","6","0","3","84","","26","","2","10723","9671","131","449","277"
"l-estoile-belle-esclave","fre000884","","L'Estoile","0","La Belle Esclave","Tragi-Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LESTOILE_BELLEESCLAVE.xml","","","","","1643","7","false","0.7142857142857143","0.6666666666666666","1.380952380952381","several characters","4","3","","1643","5","7","2","4","1","0","1","14","","21","","0","17513","15044","33","0","1671"
"l-estoile-intrigue-des-filous","fre000885","","L'Estoile","0","L'Intrigue des Filous","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LESTOILE_INTRIGUEDESFILOUS.xml","","","","","1648","10","false","0.8280952380952382","0.5111111111111111","1.6222222222222222","beronte","4.6","3","","1648","7","10","4","6","0","0","1","23","","31","","0","19500","17021","255","0","1786"
"l-estoile-maistre-galimathias","fre000886","","L'Estoile","0","Maître Galimathias pour le Grand Bal","de la Douairière de Billebahaut et de son Fanfan de Sotte-ville","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LESTOILE_MAISTREGALIMATHIAS.xml","","","","","1626","12","true","0.8333333333333334","0.696969696969697","1","several characters","7.666666666666667","1","","1626","9","12","1","8","3","0","2","46","","2","","0","1497","1425","4","0","191"
"la-calprenede-bradamante","fre000804","","La Calprenede","0","La Bradamante","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_BRADAMANTE.xml","","","","","1636","11","false","0.8196248196248196","0.7454545454545455","1.2727272727272727","several characters","7.454545454545454","3","1636","1637","9","11","3","7","1","0","1","41","","25","","5","18157","17746","139","0","2032"
"la-calprenede-clarionte","fre000805","","La Calprenede","0","Le Clarionte","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_CLARIONTE.xml","","","","","1636","15","false","0.8071284271284271","0.49523809523809526","1.5523809523809524","melie","6.933333333333334","3","1636","1637","12","15","3","8","4","0","1","52","","22","","5","19668","19276","0","0","2246"
"la-calprenede-comte-d-essex","fre000806","","La Calprenede","0","Le Comte d'Essex","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_COMTEDESSEX.xml","","","","","1636","13","false","0.6992673992673992","0.3717948717948718","1.7435897435897436","elisabeth","4.461538461538462","3","1636","1654","10","13","4","5","4","0","1","29","","27","","5","17037","15593","41","0","1769"
"la-calprenede-edouard","fre000807","","La Calprenede","0","Edouard","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_EDOUARD.xml","","","","","1638","9","false","0.9047619047619047","0.7777777777777778","1.2222222222222223","edouard|gloucester|norfolk","6.222222222222222","2","1638","1640","8","9","1","4","4","0","1","28","","18","","5","18146","16032","84","0","1825"
"la-calprenede-enfants-d-herode","fre000808","","La Calprenede","0","La Mort des Enfants d'Hérode","Ou Suite de Mariane","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_ENFANTSDHERODE.xml","","","","","1636","10","false","0.7076984126984127","0.5777777777777777","1.4222222222222223","herode","5.2","2","1636","1639","9","10","3","7","0","0","1","26","","21","","5","16934","14892","22","0","1700"
"la-calprenede-hermenegilde","fre000809","","La Calprenede","1","Herménégilde","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_HERMENEGILDE.xml","","","","","1643","12","false","0.7486772486772487","0.5151515151515151","1.5151515151515151","indegonde","5.666666666666667","3","1643","1644","9","12","3","8","1","0","1","34","","20","","5","16177","15814","0","200","0"
"la-calprenede-jeanne","fre000810","","La Calprenede","0","Jeanne Reine d'Angleterre","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_JEANNE.xml","","","","","1638","16","false","0.7487599206349206","0.38333333333333336","1.7","le-comte-de-clocestre","5.75","3","1648","1638","11","16","4","6","6","0","1","46","","23","","5","15529","14876","11","0","1714"
"la-calprenede-mort-mitrhidate","fre000811","","La Calprenede","0","La Mort de Mitridate","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_MORTMITRHIDATE.xml","","","","","1635","10","false","0.6733333333333332","0.4666666666666667","1.5333333333333334","pharnace","4.2","2","1635","1637","9","10","4","6","0","0","1","21","","21","","5","18434","15578","228","1","1776"
"la-calprenede-phalante","fre000812","","La Calprenede","0","Phalante","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACALPRENEDE_PHALANTE.xml","","","","","1640","10","false","0.8242857142857142","0.6666666666666666","1.3333333333333333","helene","6","2","1640","1642","9","10","3","6","1","0","1","30","","24","","5","15499","15183","8","0","1792"
"la-chapelle-zaide","fre000813","","La Chapelle","0","Zaïde","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACHAPELLE_ZAIDE.xml","","","","","1681","8","false","0.4166666666666667","0.42857142857142855","1.7142857142857142","zulemar|alamir","3","3","1681","1681","5","8","1","5","2","0","1","12","","35","","5","14127","13124","0","0","1519"
"la-croix-guerre-comique","fre000814","","La Croix","0","La Guerre Comique","Ou la Défense de l'Ecole des Femmes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LACROIX_GUERRECOMIQUE.xml","","","","","1664","9","false","0.7936507936507936","0.7222222222222222","1.3055555555555556","several characters","5.777777777777778","3","","1664","7","9","2","6","1","0","1","26","","6","","1","11713","11021","2","212","479"
"la-fontaine-achille","fre000816","","La Fontaine","0","Achille","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_ACHILLE.xml","","","","","1683","7","false","0.7999999999999999","0.47619047619047616","1.5238095238095237","achille","2.857142857142857","2","","1683","6","7","2","5","0","0","1","10","","10","","2","5560","5488","19","0","614"
"la-fontaine-astree","fre000817","Q76715656","La Fontaine","0","Astrée","Tragédie Lyrique","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_ASTREE.xml","","","","","1691","24","true","0.8262922262922263","0.18115942028985507","1.9896373056994818","choeur","4.166666666666667","3","1691","1691","14","24","7","5","12","0","3","50","","24","0","3","5947","5661","97","0","768"
"la-fontaine-climene","fre000818","","La Fontaine","0","Climène","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_CLIMENE.xml","","","","","1671","12","false","1","1","1","several characters","11","1","","1671","11","12","0","2","10","0","1","66","","1","","1","7121","6994","0","0","739"
"la-fontaine-daphne","fre000819","","La Fontaine","0","Daphné","OPÉRA","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_DAPHNE.xml","","","","","1682","54","true","0.7955914648954437","0.17540181691125087","2.270739064856712","choeur","9.296296296296296","4","","1682","28","54","8","15","31","0","3","251","","33","","5","8982","7890","1591","0","951"
"la-fontaine-eunuque","fre000820","","La Fontaine","0","L'Eunuque","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_EUNUQUE.xml","","","","","1654","15","false","0.843923113923114","0.580952380952381","1.4190476190476191","phedrie","8.133333333333333","2","","1654","14","15","2","12","1","0","1","61","","31","","5","19964","18554","17","0","2020"
"la-fontaine-florentin","fre000821","","La Fontaine","0","Le Florentin","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_FLORENTIN.xml","","","","","1685","7","false","0.6666666666666666","0.5238095238095238","1.4761904761904763","harpageme","3.142857142857143","2","1685","1685","6","7","3","4","0","0","1","11","","15","","1","5246","5092","62","1","616"
"la-fontaine-galatee","fre000822","","La Fontaine","0","Galatée","OPÉRA","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_GALATEE.xml","","","","","1682","11","true","0.7903318903318902","0.5272727272727272","1.4727272727272727","galatee","5.2727272727272725","2","","1682","10","11","0","4","7","0","1","29","","9","","1","2644","2443","6","0","330"
"la-fontaine-ragotin","fre000823","","La Fontaine","0","Ragotin ou Le Roman Comique","En Cinq Actes.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/LAFONTAINE_RAGOTIN.xml","","","","","1684","27","false","0.7792158675199611","0.30484330484330485","1.8262108262108263","ragotin","7.925925925925926","3","","1684","22","27","5","4","18","0","1","107","","65","","5","15767","14936","100","4","1671"
